o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
20401,43824,P,61252.26,19980627,1-URGENT,Clerk#96,1,Order 20401 comment
20402,4190,F,186798.13,19950611,2-HIGH,Clerk#97,1,Order 20402 comment
20403,17746,P,56909.01,19930826,1-URGENT,Clerk#29,0,Order 20403 comment
20404,20524,F,308043.7,19920801,3-MEDIUM,Clerk#69,1,Order 20404 comment
20405,20508,P,308429.76,19970316,2-HIGH,Clerk#55,0,Order 20405 comment
20406,48725,F,296131.8,19930514,4-NOT SPECIFIED,Clerk#63,0,Order 20406 comment
20407,36748,F,185332.34,19941004,4-NOT SPECIFIED,Clerk#27,1,Order 20407 comment
20408,47901,P,12744.38,19941221,2-HIGH,Clerk#28,1,Order 20408 comment
20409,38625,O,267591.8,19970908,2-HIGH,Clerk#36,1,Order 20409 comment
20410,13473,F,26862.09,19950411,2-HIGH,Clerk#63,0,Order 20410 comment
20411,22208,P,322921.71,19981202,3-MEDIUM,Clerk#7,0,Order 20411 comment
20412,41913,O,220470.54,19980220,1-URGENT,Clerk#45,0,Order 20412 comment
20413,47469,F,284113.58,19951014,4-NOT SPECIFIED,Clerk#83,1,Order 20413 comment
20414,42414,P,464947.25,19930725,2-HIGH,Clerk#53,1,Order 20414 comment
20415,375,O,202401.96,19970217,4-NOT SPECIFIED,Clerk#87,1,Order 20415 comment
20416,7668,F,418216.93,19940807,4-NOT SPECIFIED,Clerk#56,0,Order 20416 comment
20417,21980,P,83623.0,19930623,5-LOW,Clerk#7,0,Order 20417 comment
20418,16614,O,208208.48,19960724,3-MEDIUM,Clerk#98,0,Order 20418 comment
20419,1930,O,200546.44,19930520,2-HIGH,Clerk#68,0,Order 20419 comment
20420,33058,O,2125.52,19940924,4-NOT SPECIFIED,Clerk#22,1,Order 20420 comment
20421,11010,F,79694.01,19960423,4-NOT SPECIFIED,Clerk#56,1,Order 20421 comment
20422,12679,F,478537.56,19950216,1-URGENT,Clerk#18,1,Order 20422 comment
20423,37575,O,458554.0,19950514,3-MEDIUM,Clerk#20,0,Order 20423 comment
20424,14251,P,411770.53,19920113,5-LOW,Clerk#27,1,Order 20424 comment
20425,14265,P,377004.08,19940922,3-MEDIUM,Clerk#94,0,Order 20425 comment
20426,26213,O,396007.78,19971116,3-MEDIUM,Clerk#25,0,Order 20426 comment
20427,26874,O,78757.6,19961110,1-URGENT,Clerk#76,1,Order 20427 comment
20428,13705,F,363682.88,19930626,3-MEDIUM,Clerk#11,1,Order 20428 comment
20429,12526,O,357925.93,19980623,3-MEDIUM,Clerk#84,0,Order 20429 comment
20430,18943,P,332747.27,19970312,5-LOW,Clerk#41,0,Order 20430 comment
20431,33738,F,87823.16,19921115,1-URGENT,Clerk#13,1,Order 20431 comment
20432,35759,F,440634.91,19980103,1-URGENT,Clerk#30,0,Order 20432 comment
20433,20092,F,272437.96,19930214,3-MEDIUM,Clerk#11,1,Order 20433 comment
20434,15969,P,99428.68,19940804,5-LOW,Clerk#30,0,Order 20434 comment
20435,19522,O,276022.3,19930713,4-NOT SPECIFIED,Clerk#72,1,Order 20435 comment
20436,22870,O,441318.4,19920818,1-URGENT,Clerk#11,0,Order 20436 comment
20437,2639,F,110359.03,19931128,4-NOT SPECIFIED,Clerk#34,1,Order 20437 comment
20438,43747,P,307889.13,19970328,1-URGENT,Clerk#47,1,Order 20438 comment
20439,45426,P,217604.02,19971121,5-LOW,Clerk#29,0,Order 20439 comment
20440,45187,O,174856.86,19970613,2-HIGH,Clerk#64,0,Order 20440 comment
20441,7766,O,199926.45,19931016,5-LOW,Clerk#59,0,Order 20441 comment
20442,22483,O,393912.62,19970519,4-NOT SPECIFIED,Clerk#82,0,Order 20442 comment
20443,25772,P,107163.3,19970128,1-URGENT,Clerk#39,0,Order 20443 comment
20444,18386,F,347223.74,19941108,4-NOT SPECIFIED,Clerk#16,1,Order 20444 comment
20445,44948,P,139544.35,19931113,3-MEDIUM,Clerk#18,1,Order 20445 comment
20446,41087,P,488109.59,19980819,5-LOW,Clerk#58,0,Order 20446 comment
20447,22047,O,450399.17,19960322,3-MEDIUM,Clerk#4,0,Order 20447 comment
20448,12696,O,155423.43,19980817,1-URGENT,Clerk#15,1,Order 20448 comment
20449,38400,O,341696.39,19930103,4-NOT SPECIFIED,Clerk#28,0,Order 20449 comment
20450,15092,F,357851.23,19950310,3-MEDIUM,Clerk#63,1,Order 20450 comment
20451,27745,P,427968.88,19970219,5-LOW,Clerk#14,0,Order 20451 comment
20452,35180,O,157133.54,19940325,4-NOT SPECIFIED,Clerk#70,1,Order 20452 comment
20453,18220,F,380496.11,19940124,5-LOW,Clerk#57,1,Order 20453 comment
20454,12780,F,418142.83,19961124,1-URGENT,Clerk#99,1,Order 20454 comment
20455,8433,P,335560.24,19980617,3-MEDIUM,Clerk#57,0,Order 20455 comment
20456,13326,F,39955.27,19960826,4-NOT SPECIFIED,Clerk#71,0,Order 20456 comment
20457,35529,P,39165.47,19921008,1-URGENT,Clerk#35,0,Order 20457 comment
20458,43263,F,43968.75,19951111,4-NOT SPECIFIED,Clerk#79,1,Order 20458 comment
20459,7853,F,158114.34,19971211,2-HIGH,Clerk#93,1,Order 20459 comment
20460,673,O,12325.65,19920810,1-URGENT,Clerk#63,0,Order 20460 comment
20461,10895,O,224538.5,19940724,2-HIGH,Clerk#55,1,Order 20461 comment
20462,34922,O,244435.86,19960327,4-NOT SPECIFIED,Clerk#31,1,Order 20462 comment
20463,10757,P,489180.78,19950314,1-URGENT,Clerk#50,1,Order 20463 comment
20464,24409,F,254579.38,19920310,5-LOW,Clerk#95,0,Order 20464 comment
20465,48055,F,333310.43,19971214,3-MEDIUM,Clerk#24,0,Order 20465 comment
20466,11950,O,27669.5,19960929,4-NOT SPECIFIED,Clerk#60,0,Order 20466 comment
20467,48229,P,388192.75,19950226,1-URGENT,Clerk#76,1,Order 20467 comment
20468,43332,F,426990.09,19931111,4-NOT SPECIFIED,Clerk#81,1,Order 20468 comment
20469,8501,O,38466.99,19941012,5-LOW,Clerk#54,0,Order 20469 comment
20470,44290,O,210030.51,19940108,1-URGENT,Clerk#40,1,Order 20470 comment
20471,14942,O,7314.22,19980306,2-HIGH,Clerk#86,1,Order 20471 comment
20472,35314,O,381663.42,19980325,3-MEDIUM,Clerk#68,0,Order 20472 comment
20473,37667,O,168271.11,19981003,2-HIGH,Clerk#61,1,Order 20473 comment
20474,9663,O,32462.11,19930215,5-LOW,Clerk#67,1,Order 20474 comment
20475,384,F,197695.6,19920621,2-HIGH,Clerk#8,0,Order 20475 comment
20476,6691,O,348412.89,19961013,4-NOT SPECIFIED,Clerk#65,1,Order 20476 comment
20477,39772,F,299601.63,19920207,4-NOT SPECIFIED,Clerk#57,0,Order 20477 comment
20478,19409,O,491171.08,19950614,4-NOT SPECIFIED,Clerk#18,0,Order 20478 comment
20479,45472,O,415844.59,19981020,2-HIGH,Clerk#3,0,Order 20479 comment
20480,41782,P,420552.37,19961014,2-HIGH,Clerk#34,1,Order 20480 comment
20481,2792,O,360884.75,19940617,4-NOT SPECIFIED,Clerk#19,1,Order 20481 comment
20482,16297,P,134350.08,19950620,5-LOW,Clerk#5,1,Order 20482 comment
20483,21236,P,236909.34,19980522,3-MEDIUM,Clerk#44,0,Order 20483 comment
20484,7352,P,143361.14,19960312,4-NOT SPECIFIED,Clerk#16,0,Order 20484 comment
20485,44527,F,132271.01,19950506,2-HIGH,Clerk#22,1,Order 20485 comment
20486,9380,P,404496.02,19920414,2-HIGH,Clerk#98,0,Order 20486 comment
20487,13001,P,296482.36,19970101,4-NOT SPECIFIED,Clerk#69,0,Order 20487 comment
20488,12926,F,325491.43,19930325,2-HIGH,Clerk#8,0,Order 20488 comment
20489,32386,P,368271.85,19951001,3-MEDIUM,Clerk#7,0,Order 20489 comment
20490,36984,P,479708.37,19931104,1-URGENT,Clerk#70,1,Order 20490 comment
20491,896,O,21442.85,19940106,3-MEDIUM,Clerk#30,0,Order 20491 comment
20492,22951,O,278264.49,19980808,1-URGENT,Clerk#4,0,Order 20492 comment
20493,9771,F,27143.74,19931030,5-LOW,Clerk#77,1,Order 20493 comment
20494,46552,P,217990.33,19960806,5-LOW,Clerk#39,1,Order 20494 comment
20495,4324,O,350443.35,19970322,4-NOT SPECIFIED,Clerk#25,0,Order 20495 comment
20496,12113,F,393134.43,19921024,2-HIGH,Clerk#31,0,Order 20496 comment
20497,14234,P,234604.75,19920528,3-MEDIUM,Clerk#34,0,Order 20497 comment
20498,32556,P,258693.4,19920713,3-MEDIUM,Clerk#5,0,Order 20498 comment
20499,2875,O,375809.26,19940418,2-HIGH,Clerk#99,0,Order 20499 comment
20500,45081,P,93563.65,19960304,1-URGENT,Clerk#21,1,Order 20500 comment
20501,12766,F,19570.27,19931205,3-MEDIUM,Clerk#29,0,Order 20501 comment
20502,12300,P,126943.49,19970428,5-LOW,Clerk#25,1,Order 20502 comment
20503,27720,P,290936.68,19921115,1-URGENT,Clerk#19,1,Order 20503 comment
20504,27817,O,34967.6,19960911,5-LOW,Clerk#90,1,Order 20504 comment
20505,10687,F,63536.32,19940207,1-URGENT,Clerk#71,0,Order 20505 comment
20506,2896,P,411135.51,19920121,1-URGENT,Clerk#93,1,Order 20506 comment
20507,18647,P,352630.82,19920310,3-MEDIUM,Clerk#84,0,Order 20507 comment
20508,2299,P,9405.7,19970514,4-NOT SPECIFIED,Clerk#67,0,Order 20508 comment
20509,16423,F,294894.12,19940610,5-LOW,Clerk#47,0,Order 20509 comment
20510,8104,O,66163.02,19950222,3-MEDIUM,Clerk#74,0,Order 20510 comment
20511,4034,F,35141.97,19931210,5-LOW,Clerk#95,0,Order 20511 comment
20512,24514,F,231300.35,19950323,3-MEDIUM,Clerk#29,1,Order 20512 comment
20513,14942,O,3142.91,19940314,3-MEDIUM,Clerk#45,1,Order 20513 comment
20514,30660,O,74460.04,19960719,4-NOT SPECIFIED,Clerk#83,0,Order 20514 comment
20515,38051,O,383389.57,19930424,5-LOW,Clerk#42,1,Order 20515 comment
20516,15522,F,393877.78,19980624,1-URGENT,Clerk#90,1,Order 20516 comment
20517,39544,O,196753.58,19950521,5-LOW,Clerk#13,0,Order 20517 comment
20518,41476,P,46529.58,19960621,2-HIGH,Clerk#9,1,Order 20518 comment
20519,18194,O,167358.23,19950604,4-NOT SPECIFIED,Clerk#32,1,Order 20519 comment
20520,9123,P,260483.94,19950218,2-HIGH,Clerk#27,0,Order 20520 comment
20521,13478,P,99860.93,19960407,2-HIGH,Clerk#34,1,Order 20521 comment
20522,18551,F,231300.27,19920914,2-HIGH,Clerk#97,0,Order 20522 comment
20523,28506,F,191955.9,19970926,5-LOW,Clerk#91,0,Order 20523 comment
20524,21003,P,228710.84,19940708,1-URGENT,Clerk#10,0,Order 20524 comment
20525,23807,F,114611.28,19940226,2-HIGH,Clerk#45,0,Order 20525 comment
20526,2792,P,319597.45,19930911,2-HIGH,Clerk#10,0,Order 20526 comment
20527,7400,P,305036.75,19940628,1-URGENT,Clerk#46,0,Order 20527 comment
20528,49206,F,228186.07,19951104,5-LOW,Clerk#56,1,Order 20528 comment
20529,30446,F,124438.57,19971223,3-MEDIUM,Clerk#83,0,Order 20529 comment
20530,40974,P,281434.61,19950328,4-NOT SPECIFIED,Clerk#79,1,Order 20530 comment
20531,47295,O,34365.37,19940602,1-URGENT,Clerk#81,0,Order 20531 comment
20532,31096,F,103635.7,19980813,3-MEDIUM,Clerk#15,0,Order 20532 comment
20533,27640,P,350911.61,19950314,3-MEDIUM,Clerk#12,1,Order 20533 comment
20534,9701,F,139069.84,19980811,4-NOT SPECIFIED,Clerk#68,1,Order 20534 comment
20535,1166,P,369737.24,19950201,4-NOT SPECIFIED,Clerk#96,1,Order 20535 comment
20536,623,F,475241.1,19960705,2-HIGH,Clerk#30,0,Order 20536 comment
20537,12175,F,461515.35,19940910,2-HIGH,Clerk#86,1,Order 20537 comment
20538,36098,O,77743.0,19940813,2-HIGH,Clerk#78,1,Order 20538 comment
20539,7588,F,409007.93,19950603,5-LOW,Clerk#58,0,Order 20539 comment
20540,7864,F,49168.21,19950903,1-URGENT,Clerk#19,0,Order 20540 comment
20541,34213,P,163577.39,19920613,4-NOT SPECIFIED,Clerk#59,1,Order 20541 comment
20542,3011,P,297951.08,19940208,3-MEDIUM,Clerk#6,0,Order 20542 comment
20543,31934,P,266678.72,19940610,4-NOT SPECIFIED,Clerk#84,1,Order 20543 comment
20544,41353,P,118065.46,19930917,4-NOT SPECIFIED,Clerk#69,1,Order 20544 comment
20545,29828,P,229979.48,19960206,2-HIGH,Clerk#8,1,Order 20545 comment
20546,937,O,87028.23,19981112,5-LOW,Clerk#91,1,Order 20546 comment
20547,33611,F,414559.8,19950831,4-NOT SPECIFIED,Clerk#75,1,Order 20547 comment
20548,46821,O,212026.77,19980823,2-HIGH,Clerk#11,0,Order 20548 comment
20549,17394,F,195288.76,19930327,4-NOT SPECIFIED,Clerk#9,1,Order 20549 comment
20550,21964,P,258912.19,19961212,2-HIGH,Clerk#65,0,Order 20550 comment
20551,32396,P,358950.17,19980724,5-LOW,Clerk#90,1,Order 20551 comment
20552,29664,O,99387.0,19970219,1-URGENT,Clerk#39,1,Order 20552 comment
20553,20370,O,128862.59,19980723,4-NOT SPECIFIED,Clerk#6,0,Order 20553 comment
20554,25905,P,316530.14,19960413,2-HIGH,Clerk#89,1,Order 20554 comment
20555,11728,O,219784.32,19950705,5-LOW,Clerk#89,0,Order 20555 comment
20556,22690,P,122742.8,19951011,2-HIGH,Clerk#86,0,Order 20556 comment
20557,5690,F,345065.55,19921022,2-HIGH,Clerk#42,1,Order 20557 comment
20558,6659,F,485443.42,19961107,1-URGENT,Clerk#88,0,Order 20558 comment
20559,13942,P,394816.49,19950706,2-HIGH,Clerk#60,1,Order 20559 comment
20560,35254,P,186889.82,19950413,1-URGENT,Clerk#15,0,Order 20560 comment
20561,33039,F,451833.64,19920613,2-HIGH,Clerk#74,0,Order 20561 comment
20562,5512,O,229785.63,19980709,1-URGENT,Clerk#28,1,Order 20562 comment
20563,43510,P,282742.67,19940414,5-LOW,Clerk#35,1,Order 20563 comment
20564,19470,F,266281.76,19931110,3-MEDIUM,Clerk#69,1,Order 20564 comment
20565,37690,F,229883.28,19931023,2-HIGH,Clerk#88,1,Order 20565 comment
20566,1399,P,30589.44,19950301,2-HIGH,Clerk#17,0,Order 20566 comment
20567,34987,O,463079.75,19960701,5-LOW,Clerk#40,0,Order 20567 comment
20568,22711,O,487566.24,19930105,5-LOW,Clerk#31,0,Order 20568 comment
20569,1185,P,244830.7,19951125,1-URGENT,Clerk#20,1,Order 20569 comment
20570,26506,P,114285.16,19921220,4-NOT SPECIFIED,Clerk#53,1,Order 20570 comment
20571,45710,P,121456.85,19950524,3-MEDIUM,Clerk#20,0,Order 20571 comment
20572,162,O,85139.17,19930106,3-MEDIUM,Clerk#9,1,Order 20572 comment
20573,15811,F,419196.99,19951213,4-NOT SPECIFIED,Clerk#79,1,Order 20573 comment
20574,1583,O,77046.96,19941025,5-LOW,Clerk#11,1,Order 20574 comment
20575,7303,O,432011.25,19960203,1-URGENT,Clerk#98,1,Order 20575 comment
20576,7822,F,72828.44,19980815,2-HIGH,Clerk#5,1,Order 20576 comment
20577,40389,F,126663.76,19930621,2-HIGH,Clerk#45,0,Order 20577 comment
20578,48878,F,299307.61,19930314,4-NOT SPECIFIED,Clerk#61,1,Order 20578 comment
20579,16943,O,330388.02,19971020,1-URGENT,Clerk#97,0,Order 20579 comment
20580,16731,F,259786.5,19971213,1-URGENT,Clerk#38,1,Order 20580 comment
20581,16877,P,412386.05,19980211,3-MEDIUM,Clerk#98,1,Order 20581 comment
20582,29009,O,285821.53,19930701,1-URGENT,Clerk#73,0,Order 20582 comment
20583,47491,F,332188.87,19970218,5-LOW,Clerk#60,1,Order 20583 comment
20584,22910,O,265627.52,19981216,2-HIGH,Clerk#27,1,Order 20584 comment
20585,34750,P,68631.52,19931030,4-NOT SPECIFIED,Clerk#15,0,Order 20585 comment
20586,4447,F,229276.29,19921215,4-NOT SPECIFIED,Clerk#36,0,Order 20586 comment
20587,35438,O,275703.65,19970628,5-LOW,Clerk#5,0,Order 20587 comment
20588,29374,O,20103.03,19970921,3-MEDIUM,Clerk#73,1,Order 20588 comment
20589,19729,P,402287.73,19950228,5-LOW,Clerk#14,1,Order 20589 comment
20590,33852,O,33151.89,19941122,1-URGENT,Clerk#35,0,Order 20590 comment
20591,37922,O,85007.18,19940331,1-URGENT,Clerk#11,1,Order 20591 comment
20592,37791,F,472433.01,19920621,5-LOW,Clerk#89,1,Order 20592 comment
20593,37979,O,44166.69,19970311,3-MEDIUM,Clerk#35,0,Order 20593 comment
20594,35579,F,315761.01,19981003,4-NOT SPECIFIED,Clerk#24,1,Order 20594 comment
20595,33973,F,69757.75,19920325,2-HIGH,Clerk#44,0,Order 20595 comment
20596,39779,F,148712.6,19970106,3-MEDIUM,Clerk#70,1,Order 20596 comment
20597,13489,P,381571.97,19950104,3-MEDIUM,Clerk#31,1,Order 20597 comment
20598,1963,O,165190.32,19980113,5-LOW,Clerk#19,1,Order 20598 comment
20599,40514,P,9750.6,19970928,5-LOW,Clerk#12,0,Order 20599 comment
20600,4021,F,317512.92,19941225,2-HIGH,Clerk#21,1,Order 20600 comment
20601,14977,P,448661.4,19950721,2-HIGH,Clerk#97,0,Order 20601 comment
20602,49351,O,35374.4,19970427,4-NOT SPECIFIED,Clerk#10,0,Order 20602 comment
20603,34562,O,304813.64,19920928,2-HIGH,Clerk#62,1,Order 20603 comment
20604,3416,F,121936.14,19980220,1-URGENT,Clerk#48,1,Order 20604 comment
20605,7767,O,265679.18,19950110,2-HIGH,Clerk#98,0,Order 20605 comment
20606,10428,F,417043.08,19970820,5-LOW,Clerk#24,1,Order 20606 comment
20607,16618,P,156799.71,19931128,5-LOW,Clerk#83,0,Order 20607 comment
20608,41347,P,28974.04,19980519,3-MEDIUM,Clerk#35,0,Order 20608 comment
20609,27203,O,270952.89,19961118,1-URGENT,Clerk#12,1,Order 20609 comment
20610,5385,F,439470.31,19920202,1-URGENT,Clerk#28,1,Order 20610 comment
20611,29023,P,353292.8,19920913,5-LOW,Clerk#57,1,Order 20611 comment
20612,269,F,290036.28,19980802,1-URGENT,Clerk#75,0,Order 20612 comment
20613,44916,P,102787.34,19970827,3-MEDIUM,Clerk#87,1,Order 20613 comment
20614,23947,F,232763.58,19920722,5-LOW,Clerk#98,0,Order 20614 comment
20615,42012,O,452740.44,19980803,5-LOW,Clerk#43,1,Order 20615 comment
20616,15231,P,386861.77,19960613,4-NOT SPECIFIED,Clerk#27,0,Order 20616 comment
20617,48184,F,361637.04,19930227,3-MEDIUM,Clerk#67,0,Order 20617 comment
20618,44471,P,899.67,19970327,4-NOT SPECIFIED,Clerk#91,0,Order 20618 comment
20619,12194,P,370882.0,19950418,2-HIGH,Clerk#13,0,Order 20619 comment
20620,15034,O,210175.72,19940528,2-HIGH,Clerk#97,0,Order 20620 comment
20621,43685,O,26889.34,19970111,3-MEDIUM,Clerk#41,1,Order 20621 comment
20622,47976,F,284103.84,19970108,5-LOW,Clerk#97,0,Order 20622 comment
20623,28451,F,441913.97,19980115,4-NOT SPECIFIED,Clerk#19,0,Order 20623 comment
20624,35261,P,138138.42,19950601,1-URGENT,Clerk#95,1,Order 20624 comment
20625,24627,O,59726.01,19980620,1-URGENT,Clerk#58,1,Order 20625 comment
20626,27956,P,75492.96,19950316,2-HIGH,Clerk#99,0,Order 20626 comment
20627,24341,O,14175.31,19961025,3-MEDIUM,Clerk#65,0,Order 20627 comment
20628,13842,P,137670.56,19940520,4-NOT SPECIFIED,Clerk#35,1,Order 20628 comment
20629,21198,F,463536.36,19980820,5-LOW,Clerk#17,1,Order 20629 comment
20630,30822,O,11233.0,19980116,5-LOW,Clerk#6,0,Order 20630 comment
20631,48690,F,119194.94,19930309,5-LOW,Clerk#100,0,Order 20631 comment
20632,47446,P,295409.86,19970424,3-MEDIUM,Clerk#86,0,Order 20632 comment
20633,11474,P,133378.69,19930114,2-HIGH,Clerk#29,1,Order 20633 comment
20634,16789,O,59396.89,19950304,2-HIGH,Clerk#93,0,Order 20634 comment
20635,22735,O,421139.42,19950426,5-LOW,Clerk#18,0,Order 20635 comment
20636,42107,P,250188.52,19971019,5-LOW,Clerk#78,0,Order 20636 comment
20637,13895,P,261841.11,19920712,3-MEDIUM,Clerk#75,1,Order 20637 comment
20638,3154,O,355799.5,19971019,4-NOT SPECIFIED,Clerk#34,0,Order 20638 comment
20639,15108,F,309159.53,19940126,3-MEDIUM,Clerk#48,1,Order 20639 comment
20640,48247,F,329038.95,19970802,1-URGENT,Clerk#38,0,Order 20640 comment
20641,12412,O,293626.32,19940130,4-NOT SPECIFIED,Clerk#3,1,Order 20641 comment
20642,1765,O,383193.28,19980302,4-NOT SPECIFIED,Clerk#83,1,Order 20642 comment
20643,44352,P,301496.63,19960417,1-URGENT,Clerk#8,0,Order 20643 comment
20644,10870,O,6145.73,19920411,1-URGENT,Clerk#76,1,Order 20644 comment
20645,46836,F,161883.09,19970307,4-NOT SPECIFIED,Clerk#39,1,Order 20645 comment
20646,37341,F,398819.72,19920520,2-HIGH,Clerk#72,0,Order 20646 comment
20647,31355,F,33235.99,19920521,5-LOW,Clerk#79,1,Order 20647 comment
20648,12055,F,473886.87,19920708,2-HIGH,Clerk#2,0,Order 20648 comment
20649,38405,P,276505.35,19961222,3-MEDIUM,Clerk#61,0,Order 20649 comment
20650,29423,P,158607.79,19940605,5-LOW,Clerk#64,0,Order 20650 comment
20651,15039,P,14876.74,19920129,3-MEDIUM,Clerk#44,1,Order 20651 comment
20652,44228,P,240197.74,19931117,3-MEDIUM,Clerk#25,0,Order 20652 comment
20653,43029,O,259955.11,19920218,1-URGENT,Clerk#7,1,Order 20653 comment
20654,29944,O,365768.94,19970830,5-LOW,Clerk#63,1,Order 20654 comment
20655,14431,O,103005.55,19960310,5-LOW,Clerk#74,1,Order 20655 comment
20656,11609,O,495396.62,19981121,1-URGENT,Clerk#59,0,Order 20656 comment
20657,8375,O,392893.2,19981118,2-HIGH,Clerk#53,1,Order 20657 comment
20658,10221,O,397801.43,19981116,2-HIGH,Clerk#62,0,Order 20658 comment
20659,5794,P,117937.92,19940215,2-HIGH,Clerk#70,0,Order 20659 comment
20660,19821,P,480694.12,19960731,2-HIGH,Clerk#30,0,Order 20660 comment
20661,13525,O,494496.86,19950114,1-URGENT,Clerk#98,1,Order 20661 comment
20662,43627,O,443919.2,19930109,4-NOT SPECIFIED,Clerk#11,1,Order 20662 comment
20663,28590,P,41244.39,19950122,3-MEDIUM,Clerk#51,1,Order 20663 comment
20664,29094,F,363779.58,19980122,3-MEDIUM,Clerk#18,0,Order 20664 comment
20665,24100,O,212385.1,19940114,4-NOT SPECIFIED,Clerk#16,0,Order 20665 comment
20666,9267,O,222351.15,19970107,1-URGENT,Clerk#33,1,Order 20666 comment
20667,33329,O,322286.66,19930814,5-LOW,Clerk#50,0,Order 20667 comment
20668,41099,P,390653.89,19930925,5-LOW,Clerk#96,0,Order 20668 comment
20669,46525,P,299198.83,19980603,4-NOT SPECIFIED,Clerk#99,1,Order 20669 comment
20670,46964,O,240761.24,19971003,3-MEDIUM,Clerk#97,0,Order 20670 comment
20671,26517,F,293780.57,19920317,3-MEDIUM,Clerk#70,1,Order 20671 comment
20672,566,P,387539.85,19920503,3-MEDIUM,Clerk#71,1,Order 20672 comment
20673,5231,F,246045.91,19920225,3-MEDIUM,Clerk#55,0,Order 20673 comment
20674,46429,P,101088.46,19981024,5-LOW,Clerk#68,0,Order 20674 comment
20675,37078,O,78877.67,19970624,1-URGENT,Clerk#61,0,Order 20675 comment
20676,43851,O,400586.36,19951031,5-LOW,Clerk#90,1,Order 20676 comment
20677,11951,O,299898.16,19940530,4-NOT SPECIFIED,Clerk#74,0,Order 20677 comment
20678,29942,F,145633.91,19980609,4-NOT SPECIFIED,Clerk#82,0,Order 20678 comment
20679,4512,P,97897.61,19940304,2-HIGH,Clerk#9,1,Order 20679 comment
20680,37004,O,397591.17,19960203,4-NOT SPECIFIED,Clerk#52,0,Order 20680 comment
20681,4569,P,243982.36,19941116,1-URGENT,Clerk#85,0,Order 20681 comment
20682,29388,O,147320.68,19980921,4-NOT SPECIFIED,Clerk#7,0,Order 20682 comment
20683,36365,O,100207.71,19940206,3-MEDIUM,Clerk#90,0,Order 20683 comment
20684,15286,P,97358.14,19930930,2-HIGH,Clerk#30,0,Order 20684 comment
20685,47185,P,459884.14,19970926,2-HIGH,Clerk#23,1,Order 20685 comment
20686,940,O,100098.42,19960531,2-HIGH,Clerk#99,1,Order 20686 comment
20687,48658,O,60246.51,19920705,5-LOW,Clerk#27,1,Order 20687 comment
20688,18624,P,263096.07,19941127,3-MEDIUM,Clerk#67,1,Order 20688 comment
20689,44450,O,167443.09,19950628,2-HIGH,Clerk#86,1,Order 20689 comment
20690,22998,O,442098.69,19960321,2-HIGH,Clerk#16,0,Order 20690 comment
20691,14505,O,37671.15,19960416,2-HIGH,Clerk#73,0,Order 20691 comment
20692,28849,P,248892.35,19940909,4-NOT SPECIFIED,Clerk#4,1,Order 20692 comment
20693,46523,F,184030.38,19950102,5-LOW,Clerk#18,0,Order 20693 comment
20694,14856,O,145933.21,19920810,5-LOW,Clerk#21,0,Order 20694 comment
20695,28923,O,450220.94,19980808,3-MEDIUM,Clerk#40,1,Order 20695 comment
20696,47517,O,413116.21,19970912,2-HIGH,Clerk#86,0,Order 20696 comment
20697,39915,P,217562.58,19970125,2-HIGH,Clerk#56,0,Order 20697 comment
20698,44724,O,358650.21,19970525,3-MEDIUM,Clerk#11,0,Order 20698 comment
20699,14996,P,499069.74,19960411,3-MEDIUM,Clerk#86,1,Order 20699 comment
